0,0,680101528,0,0
0,680101528,0,0,0
680101528,0,0,0,0
0,0,0,680101528,0
211076004,173266182,9516113,286225027,18202
199666602,111926494,108631489,259876939,4
210784315,128120904,79666366,261529170,773
194073197,128102427,106344011,251580498,1395
219365290,102991499,120957177,236781008,6554
235711565,99513582,103924037,240941056,11288
207852586,114415403,109959264,247864901,9374
215233310,116993995,122415384,225445866,12973
218395706,123216868,119394322,219087833,6799
229628687,132166106,107327242,210968577,10916
223925525,115462194,124403692,216300509,9608
222671248,102833431,118879086,235701787,15976
215910578,127747165,105718195,230707374,18216
225332604,120739567,115411210,218595004,23143
224895386,103786579,123213435,228177586,28542
226422268,111034169,119108229,223497873,38989
204380489,115978041,128025228,231667686,50084
216168223,108110042,123439364,232324933,58966
217302297,134389741,106626948,221730016,52526
214812564,113656067,110701484,240857019,74394
224879690,119112158,124153856,211895077,60747
229060821,107198470,111300040,232474232,67965
223720437,123877492,113022501,219393003,88095
229106122,120137897,117096935,213685834,74740
225276116,119816841,119583377,215347778,77416
219168489,112778409,108235348,239838596,80686
225760602,121082941,116266965,216934211,56809
216035432,116900336,126193107,220901226,71427
234187978,108812330,108132788,228905846,62586
235747150,116100875,108436946,219737231,79326
220664095,109247277,115042536,235078711,68909
233007613,115539611,101779195,229695502,79607
222836009,132850666,111437385,212902422,75046
233879216,123716224,105377552,217046554,81982
232947972,112980096,116232273,217857008,84179
229697539,121551264,123927154,204826870,98701
232870671,122218599,116650900,208270607,90751
224980887,119489283,121044580,214468186,118592
230283224,117557434,116057212,216082323,121335
228732140,124931034,108919489,217418294,100571
238392158,117134606,107073447,217364869,136448
230461788,115651574,124588073,209274642,125451
235940144,110788789,116926245,216343174,103176
214824959,111939305,121668306,231548805,120153
233277380,112769958,120031923,213935673,86594
221367222,115924525,114530439,228167652,111690
219244818,116188570,113771172,230808707,88261
239542177,103943669,110000665,226508806,106211
216153528,128167056,106509726,229197993,73225
227315369,102811129,106745746,243146612,82672
229439221,102411201,131004673,217166872,79561
232966660,126619694,105644520,214779547,91107
234800349,120038019,109194742,215989773,78645
218344519,118154856,135335308,208176577,90268
224489913,113351359,109685821,232486597,87838
220232572,128290019,116779717,214704903,94317
221954329,115248917,131455597,211346746,95939
234270926,114141694,117645410,213953995,89503
230970238,106320033,114675203,228043971,92083
225836587,114822044,132550701,206803614,88582
229707645,109870114,123163815,217274145,85809
228676232,117960329,114160091,219213963,90913
231249759,109164689,118703661,220894306,89113
234748983,121920860,108372807,214958266,100612
231418918,117051643,107043376,224491607,95984
207831657,116718244,117592258,237853398,105971
224287200,125833157,116057616,213828027,95528
207387271,124667794,113454382,234485992,106089
239186685,109458406,116149761,215208556,98120
225193333,104492286,115781214,234528544,106151
220881444,111419058,120223959,227476578,100489
225520781,113158578,121356907,219950940,114322
222910477,105449491,113437215,238202716,101629
226642888,116135226,122311490,214900105,111819
220323545,124889322,112428349,222353047,107265
224057911,113594989,128556864,213755863,135901
225451342,115498467,130538068,208454342,159309
227417584,117391080,122566673,212542379,183812
219815098,116672749,121987544,221482111,144026
227946043,110522668,116768688,224742100,122029
226325460,114237590,120957979,218503022,77477
229404659,109001863,124861115,216762072,71819
243553675,104711773,115634298,216133204,68578
225966439,119858546,124168888,210028052,79603
221097942,105910640,134148844,218878880,65222
220935719,121758304,118972017,218368106,67382
215453431,112101271,134637007,217848959,60860
216186867,115689944,128335494,219832764,56459
228668422,116096291,123199207,212077147,60461
216714947,128907573,115080203,219343137,55668
221835540,107517511,134747547,215944629,56301
228996734,108084184,126266327,216709004,45279
226957337,115641806,125393819,212063808,44758
225587905,117751290,112401598,224318771,41964
220614175,107196431,127889164,224364324,37434
229311470,124795247,119178740,206773315,42756
225945365,122771991,120103335,211250393,30444
218773739,120581485,122372918,218335938,37448
218126666,122320251,132739828,206890909,23874
213164800,127736200,119878286,219294041,28201
231670451,103406835,127485644,217519291,19307
209821544,123162816,127907815,219186940,22413
205888831,120735674,119238914,234220452,17657
217665555,135870365,116331798,210213402,20408
218638064,110431460,114952375,236064950,14679
219088414,114086272,131057678,215851081,18083
218330146,123011711,111718409,227029709,11553
207943163,130389711,126129617,215624452,14585
211120274,120948176,115298165,232712604,22309
216387606,119222117,128224500,216237236,30069
225452874,112149581,127326228,215152828,20017
213986543,130994229,124682223,210414103,24430
217023810,124511688,122771274,215789614,5142
204680784,129834317,133202414,212376668,7345
225467654,113207080,120863310,220553054,10430
225382609,112443864,122160914,220098771,15370
227209351,112787333,134380073,205714435,10336
220173182,113178430,122679190,224057540,13186
218295466,107474237,126340866,227985404,5555
223315497,112705345,127264739,216809345,6602
229795138,114491036,126390423,209418743,6188
225469275,119800566,127139940,207683978,7769
208154894,120593605,128720971,222625261,6797
219353607,121198602,118077625,221462665,9029
228056216,113690667,121061452,217288412,4781
225669498,119707654,127905508,206812721,6147
215215242,124962684,124688913,215231779,2910
207817747,128778354,140866398,202635414,3615
213719348,123319474,134212731,208846065,3910
214691564,126608417,117684304,221112162,5081
187380081,99774570,96058345,167369400,2545
104364107,62739051,60662527,100351506,2740
61331161,32511528,34470304,59709851,382
